timestamp_ms,raw_value
1,1713
6,1728
11,1707
16,1731
21,1713
26,1713
31,1728
36,1702
41,1727
46,1712
51,1711
56,1724
61,1699
66,1721
71,1708
76,1709
81,1726
86,1700
91,1726
96,1712
101,1712
106,1729
111,1706
116,1729
121,1715
126,1715
131,1728
136,1709
141,1729
146,1715
151,1715
156,1730
161,1711
166,1735
171,1717
176,1722
181,1736
186,1712
191,1736
196,1722
201,1723
206,1733
211,1712
216,1734
221,1717
226,1719
231,1733
236,1711
241,1729
246,1715
251,1716
256,1728
261,1707
266,1730
271,1713
276,1717
281,1729
286,1709
291,1733
296,1715
301,1718
306,1729
311,1709
316,1729
321,1714
326,1716
331,1729
336,1709
341,1728
346,1713
351,1713
356,1727
361,1707
366,1729
371,1712
376,1715
381,1728
386,1707
391,1729
396,1712
401,1715
406,1728
411,1707
416,1728
421,1712
426,1712
431,1725
436,1705
441,1728
446,1711
451,1712
456,1725
461,1703
466,1726
471,1711
476,1712
481,1725
486,1703
491,1727
496,1712
501,1712
506,1726
511,1706
516,1728
521,1712
526,1713
531,1726
536,1705
541,1727
546,1711
551,1713
556,1722
561,1705
566,1723
571,1710
576,1711
581,1722
586,1701
591,1719
596,1707
601,1710
606,1718
611,1700
616,1717
621,1702
626,1709
631,1714
636,1696
641,1719
646,1705
651,1707
656,1715
661,1696
666,1716
671,1702
676,1706
681,1715
686,1696
691,1718
696,1705
701,1709
706,1715
711,1698
716,1721
721,1706
726,1710
731,1718
736,1699
741,1723
746,1707
751,1712
756,1719
761,1698
766,1722
771,1707
776,1710
781,1718
786,1699
791,1721
796,1705
801,1711
806,1718
811,1699
816,1719
821,1706
826,1710
831,1717
836,1698
841,1718
846,1703
851,1712
856,1718
861,1697
866,1721
871,1703
876,1709
881,1714
886,1698
891,1718
896,1702
901,1706
906,1712
911,1695
916,1715
921,1699
926,1706
931,1712
936,1695
941,1715
946,1698
951,1703
956,1712
961,1695
966,1714
971,1699
976,1704
981,1712
986,1694
991,1714
996,1698
1001,1706
1006,1712
1011,1694
1016,1716
1021,1701
1026,1707
1031,1713
1036,1695
1041,1717
1046,1703
1051,1707
1056,1712
1061,1696
1066,1715
1071,1699
1076,1707
1081,1713
1086,1695
1091,1715
1096,1701
1101,1707
1106,1713
1111,1695
1116,1718
1121,1702
1126,1707
1131,1714
1136,1695
1141,1718
1146,1705
1151,1710
1156,1712
1161,1696
1166,1719
1171,1702
1176,1712
1181,1714
1186,1695
1191,1719
1196,1703
1201,1711
1206,1714
1211,1697
1216,1719
1221,1702
1226,1709
1231,1713
1236,1697
1241,1718
1246,1703
1251,1712
1256,1717
1261,1699
1266,1718
1271,1702
1276,1712
1281,1715
1286,1697
1291,1722
1296,1702
1301,1710
1306,1715
1311,1697
1316,1719
1321,1702
1326,1710
1331,1714
1336,1695
1341,1718
1346,1701
1351,1710
1356,1713
1361,1697
1366,1718
1371,1699
1376,1711
1381,1712
1386,1696
1391,1717
1396,1702
1401,1707
1406,1713
1411,1697
1416,1717
1421,1698
1426,1708
1431,1712
1436,1694
1441,1715
1446,1698
1451,1707
1456,1712
1461,1694
1466,1717
1471,1701
1476,1709
1481,1712
1486,1695
1491,1718
1496,1699
1501,1710
1506,1712
1511,1697
1516,1718
1521,1705
1526,1711
1531,1713
1536,1699
1541,1719
1546,1703
1551,1712
1556,1713
1561,1698
1566,1721
1571,1703
1576,1712
1581,1713
1586,1697
1591,1721
1596,1700
1601,1711
1606,1713
